index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
244,michigan,St. Mary’s,st-marys-historical,St. Mary's,No,2,1918-1919,1919-1920,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
245,michigan,Stanford,stanford,Stanford,Yes,6,1946-1947,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
246,michigan,Syracuse,syracuse,Syracuse,Yes,15,1925-1926,2014-2015,RESOLVED,Current D1 registry / established institutional lineage,,
247,michigan,Tampa,tampa,Tampa,No,1,1988-1989,1988-1989,RESOLVED,Michigan record book / historical non-current identity normalization,,
248,michigan,Tarleton State,tarleton-state,Tarleton State,Yes,2,2021-2022,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
249,michigan,TCU,tcu,TCU,Yes,3,1962-1963,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
250,michigan,Temple,temple,Temple,Yes,3,1933-1934,1992-1993,RESOLVED,Current D1 registry / established institutional lineage,,
251,michigan,Tennessee,tennessee,Tennessee,Yes,13,1958-1959,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
252,michigan,Texas,texas,Texas,Yes,7,1990-1991,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
253,michigan,Texas A&M,texas-a-m,Texas A&M,Yes,3,1962-1963,2024-2025,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
254,michigan,Texas Southern,texas-southern,Texas Southern,Yes,1,2020-2021,2020-2021,RESOLVED,Current D1 registry / established institutional lineage,,
255,michigan,Texas Tech,texas-tech,Texas Tech,Yes,4,1978-1979,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
256,michigan,Toledo,toledo,Toledo,Yes,23,1918-1919,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
257,michigan,Towson,towson,Towson,Yes,5,1997-1998,2011-2012,RESOLVED,Current D1 registry / established institutional lineage,,
258,michigan,Tulane,tulane,Tulane,Yes,5,1939-1940,1994-1995,RESOLVED,Current D1 registry / established institutional lineage,,
259,michigan,Tulsa,tulsa,Tulsa,Yes,1,2015-2016,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,
260,michigan,U.S. General Hospital,us-general-hospital,U.S. General Hospital,No,1,1918-1919,1918-1919,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
261,michigan,UAB,uab,UAB,Yes,2,1981-1982,1985-1986,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
262,michigan,UC Riverside,uc-riverside,UC Riverside,Yes,1,2017-2018,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
263,michigan,UC San Diego,uc-san-diego,UC San Diego,Yes,1,2024-2025,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
264,michigan,UCLA,ucla,UCLA,Yes,21,1959-1960,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
265,michigan,UConn,uconn,UConn,Yes,1,2025-2026,2025-2026,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
266,michigan,UMass,massachusetts,Massachusetts,Yes,1,1979-1980,1979-1980,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
267,michigan,UMass-Lowell,umass-lowell,UMass Lowell,Yes,2,2013-2014,2019-2020,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
268,michigan,UMBC,umbc,UMBC,Yes,1,2006-2007,2006-2007,RESOLVED,Current D1 registry / established institutional lineage,,
269,michigan,UNC Asheville,unc-asheville,UNC Asheville,Yes,1,2023-2024,2023-2024,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
270,michigan,UNC-Asheville,unc-asheville,UNC Asheville,Yes,1,2004-2005,2004-2005,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
271,michigan,UNC-Charlotte,charlotte,Charlotte,Yes,1,1976-1977,1976-1977,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
272,michigan,UNLV,unlv,UNLV,Yes,4,1975-1976,2021-2022,RESOLVED,Current D1 registry / established institutional lineage,,
273,michigan,USC,usc,USC,Yes,4,1947-1948,2025-2026,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
274,michigan,USC-Upstate,usc-upstate,USC Upstate,Yes,1,2010-2011,2010-2011,RESOLVED,Current D1 registry / established institutional lineage,,
275,michigan,Utah,utah,Utah,Yes,8,1945-1946,2010-2011,RESOLVED,Current D1 registry / established institutional lineage,,
276,michigan,Utah State,utah-state,Utah State,Yes,1,2006-2007,2006-2007,RESOLVED,Current D1 registry / established institutional lineage,,
277,michigan,UTEP,utep,UTEP,Yes,5,1978-1979,2010-2011,RESOLVED,Current D1 registry / established institutional lineage,,
278,michigan,UW-Milwaukee,milwaukee,Milwaukee,Yes,1,2006-2007,2006-2007,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
279,michigan,Valparaiso,valparaiso,Valparaiso,Yes,2,1953-1954,1954-1955,RESOLVED,Current D1 registry / established institutional lineage,,
280,michigan,Vanderbilt,vanderbilt,Vanderbilt,Yes,9,1920-1921,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
281,michigan,VCU,vcu,VCU,Yes,2,2012-2013,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
282,michigan,Vermont,vermont,Vermont,Yes,2,1982-1983,2001-2002,RESOLVED,Current D1 registry / established institutional lineage,,
283,michigan,Villanova,villanova,Villanova,Yes,7,1970-1971,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
284,michigan,Virginia,virginia,Virginia,Yes,5,1951-1952,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
285,michigan,Virginia Tech,virginia-tech,Virginia Tech,Yes,7,1974-1975,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
286,michigan,Wagner,wagner,Wagner,Yes,1,2000-2001,2000-2001,RESOLVED,Current D1 registry / established institutional lineage,,
287,michigan,Wake Forest,wake-forest,Wake Forest,Yes,3,2000-2001,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
288,michigan,Washington,washington,Washington,Yes,8,1936-1937,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
289,michigan,Washington (St. Louis),washington-st-louis,Washington (St. Louis),No,8,1952-1953,1959-1960,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
290,michigan,Washington State,washington-state,Washington State,Yes,3,1965-1966,1996-1997,RESOLVED,Current D1 registry / established institutional lineage,,
291,michigan,Weber State,weber-state,Weber State,Yes,1,1995-1996,1995-1996,RESOLVED,Current D1 registry / established institutional lineage,,
292,michigan,West Virginia,west-virginia,West Virginia,Yes,1,2012-2013,2012-2013,RESOLVED,Current D1 registry / established institutional lineage,,
293,michigan,Western Illinois,western-illinois,Western Illinois,Yes,1,2011-2012,2011-2012,RESOLVED,Current D1 registry / established institutional lineage,,
294,michigan,Western Kentucky,western-kentucky,Western Kentucky,Yes,5,1965-1966,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
295,michigan,Western Michigan,western-michigan,Western Michigan,Yes,30,1943-1944,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
296,michigan,Western Ontario,western-ontario,Western Ontario,No,1,1960-1961,1960-1961,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
297,michigan,Western Reserve,western-reserve,Western Reserve,No,3,1919-1920,1950-1951,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
298,michigan,Western State,western-michigan,Western Michigan,Yes,9,1919-1920,1934-1935,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
299,michigan,Wichita,wichita-state,Wichita State,Yes,2,1956-1957,1960-1961,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
300,michigan,Wichita State,wichita-state,Wichita State,Yes,4,1964-1965,1983-1984,RESOLVED,Current D1 registry / established institutional lineage,,
301,michigan,Wisconsin,wisconsin,Wisconsin,Yes,178,1919-1920,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
302,michigan,WKU,western-kentucky,Western Kentucky,Yes,1,1994-1995,1994-1995,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
303,michigan,Wofford,wofford,Wofford,Yes,2,2006-2007,2013-2014,RESOLVED,Current D1 registry / established institutional lineage,,
304,michigan,Wyoming,wyoming,Wyoming,Yes,3,1944-1945,1970-1971,RESOLVED,Current D1 registry / established institutional lineage,,
305,michigan,Xavier,xavier,Xavier,Yes,5,1973-1974,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
306,michigan,Y.M.O. Detroit,ymo-detroit,Y.M.O. Detroit,No,1,1918-1919,1918-1919,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
307,michigan,Yale,yale,Yale,Yes,3,1956-1957,1973-1974,RESOLVED,Current D1 registry / established institutional lineage,,
308,michigan,Youngstown State,youngstown-state,Youngstown State,Yes,6,1984-1985,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
