index,index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
2106,2106,MDRAW-02107,maryland,2025-26_record_book_all_time_results,2002-2003,2003,2003-03-28,Michigan State,Michigan State,michigan-state,Yes,58,60,L,0,,,vs.,NEUTRAL,Alamodome,Alamodome,San Antonio,TX,NCAA Tournament,,NCAA_TOURNAMENT,Sweet Sixteen,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M28 [17] vs. Michigan State 5 L 58-60,resolved,,,,,
2107,2107,MDRAW-02108,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-11-22,American,American,american-university,Yes,79,48,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N22 [25] American W 79-48,resolved,,,,,
2108,2108,MDRAW-02109,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-11-25,George Mason,George Mason,george-mason,Yes,79,64,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N25 [24] George Mason W 79-64,resolved,,,,,
2109,2109,MDRAW-02110,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-11-29,Hofstra,Hofstra,hofstra,Yes,87,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N29 [24] Hofstra W 87-72,resolved,,,,,
2110,2110,MDRAW-02111,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-02,Wisconsin,Wisconsin,wisconsin,Yes,73,67,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,"ACC/Big Ten Challenge at College Park, Md. (Comcast Center),",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D2 [25] [15] Wisconsin 1 (OT) W 73-67,resolved,,,,,
2111,2111,MDRAW-02112,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-06,Gonzaga,Gonzaga,gonzaga,Yes,68,82,L,0,,,unprefixed,NEUTRAL,MCI Center,Capital One Arena,Washington,DC,"BB&T Classic at Washington, D.C. (MCI Center),",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D6 [25] [17] Gonzaga 2 L 68-82,resolved,,,,,
2112,2112,MDRAW-02113,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-07,West Virginia,West Virginia,west-virginia,Yes,77,78,L,1,,,unprefixed,NEUTRAL,MCI Center,Capital One Arena,Washington,DC,"BB&T Classic at Washington, D.C. (MCI Center),",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D7 [25] West Virginia 2 (OT) L 77-78,resolved,,,,,
2113,2113,MDRAW-02114,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-10,Florida,Florida,florida,Yes,69,68,W,1,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D10 [1] at Florida (OT) W 69-68,resolved,,,,,
2114,2114,MDRAW-02115,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-14,Pepperdine,Pepperdine,pepperdine,Yes,96,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D14 Pepperdine W 96-72,resolved,,,,,
2115,2115,MDRAW-02116,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-23,UNC Greensboro,UNC Greensboro,unc-greensboro,Yes,85,58,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D23 [24] UNC Greensboro W 85-58,resolved,,,,,
2116,2116,MDRAW-02117,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2003-12-28,Florida State,Florida State,florida-state,Yes,75,79,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 [24] • at Florida State L 75-79,resolved,,,,,
2117,2117,MDRAW-02118,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-03,Mount St. Mary’s,Mount St. Mary's,mount-st-mary-s,Yes,89,56,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J3 Mount St. Mary’s W 89-56,resolved,,,,,
2118,2118,MDRAW-02119,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-06,MD-Eastern Shore,Maryland Eastern Shore,maryland-eastern-shore,Yes,87,38,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J6 MD-Eastern Shore W 87-38,resolved,,,,,
2119,2119,MDRAW-02120,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-14,North Carolina,North Carolina,north-carolina,Yes,90,84,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J14 [9] • North Carolina W 90-84,resolved,,,,,
2120,2120,MDRAW-02121,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-17,Georgia Tech,Georgia Tech,georgia-tech,Yes,71,81,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J17 [12] • at Georgia Tech L 71-81,resolved,,,,,
2121,2121,MDRAW-02122,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-21,Duke,Duke,duke,Yes,60,68,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J21 [1] • Duke L 60-68,resolved,,,,,
2122,2122,MDRAW-02123,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-25,Clemson,Clemson,clemson,Yes,65,52,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J25 • at Clemson W 65-52,resolved,,,,,
2123,2123,MDRAW-02124,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-01-29,Wake Forest,Wake Forest,wake-forest,Yes,85,93,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J29 [19] • at Wake Forest L 85-93,resolved,,,,,
2124,2124,MDRAW-02125,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-01,NC State,NC State,nc-state,Yes,69,81,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F1 • NC State L 69-81,resolved,,,,,
2125,2125,MDRAW-02126,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-04,Virginia,Virginia,virginia,Yes,71,67,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F4 • at Virginia W 71-67,resolved,,,,,
2126,2126,MDRAW-02127,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-08,Florida State,Florida State,florida-state,Yes,73,62,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F8 • Florida State W 73-62,resolved,,,,,
2127,2127,MDRAW-02128,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-15,North Carolina,North Carolina,north-carolina,Yes,86,97,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F15 [14] • at North Carolina L 86-97,resolved,,,,,
2128,2128,MDRAW-02129,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-19,Georgia Tech,Georgia Tech,georgia-tech,Yes,64,75,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F19 [18] • Georgia Tech L 64-75,resolved,,,,,
2129,2129,MDRAW-02130,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-22,Duke,Duke,duke,Yes,63,86,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F22 [3] • at Duke L 63-86,resolved,,,,,
2130,2130,MDRAW-02131,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-24,Clemson,Clemson,clemson,Yes,70,49,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F24 • Clemson W 70-49,resolved,,,,,
2131,2131,MDRAW-02132,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-02-28,Wake Forest,Wake Forest,wake-forest,Yes,83,91,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F28 [11] • Wake Forest L 83-91,resolved,,,,,
2132,2132,MDRAW-02133,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-03,NC State,NC State,nc-state,Yes,70,69,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M3 [16] • at NC State W 70-69,resolved,,,,,
2133,2133,MDRAW-02134,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-07,Virginia,Virginia,virginia,Yes,70,61,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M7 • Virginia W 70-61,resolved,,,,,
2134,2134,MDRAW-02135,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-12,Wake Forest,Wake Forest,wake-forest,Yes,87,86,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M12 [15] Wake Forest 3 W 87-86,resolved,,,,,
2135,2135,MDRAW-02136,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-13,NC State,NC State,nc-state,Yes,85,82,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M13 [17] NC State 3 W 85-82,resolved,,,,,
2136,2136,MDRAW-02137,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-14,Duke,Duke,duke,Yes,95,87,W,0,,,unprefixed,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,Championship,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M14 [5] Duke3 W 95-87,resolved,,,,,
2137,2137,MDRAW-02138,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-18,UTEP,UTEP,utep,Yes,86,83,W,0,,,unprefixed,NEUTRAL,Pepsi Center,Ball Arena,Denver,CO,NCAA Tournament,,NCAA_TOURNAMENT,R64,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M18 [19] UTEP 4 W 86-83,resolved,,,,,
2138,2138,MDRAW-02139,maryland,2025-26_record_book_all_time_results,2003-2004,2004,2004-03-20,Syracuse,Syracuse,syracuse,Yes,70,72,L,0,,,unprefixed,NEUTRAL,Pepsi Center,Ball Arena,Denver,CO,NCAA Tournament,,NCAA_TOURNAMENT,R32,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M20 [19] Syracuse 4 L 70-72,resolved,,,,,
2139,2139,MDRAW-02140,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-11-19,Jackson State,Jackson State,jackson-state,Yes,93,57,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N19 [15] Jackson State W 93-57,resolved,,,,,
2140,2140,MDRAW-02141,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-11-23,Mercer,Mercer,mercer,Yes,93,67,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N23 [13] Mercer W 93-67,resolved,,,,,
2141,2141,MDRAW-02142,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-11-26,Memphis,Memphis,memphis,Yes,84,61,W,0,,,vs.,NEUTRAL,,,,,"Hall of Fame Tipoff Classic at Springfield, Mass.",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N26 [13] [25] vs. Memphis 1 W 84-61,resolved,,,,,
2142,2142,MDRAW-02143,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-11-30,Wisconsin,Wisconsin,wisconsin,Yes,64,69,L,0,,,at,OPPONENT_HOME,,,,,ACC/Big Ten Challenge at Madison Wisconsin (Kohl Center),,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N30 [12] [25] at Wisconsin 2 L 64-69,resolved,,,,,
2143,2143,MDRAW-02144,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-04,George Mason,George Mason,george-mason,Yes,78,54,W,0,,,vs.,NEUTRAL,MCI Center,Capital One Arena,Washington,DC,"BB&T Classic at Washington, D.C. (MCI Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D4 [12] vs. George Mason 3 W 78-54,resolved,,,,,
2144,2144,MDRAW-02145,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-05,Geo. Washington,George Washington,george-washington,Yes,92,101,L,0,,,vs.,NEUTRAL,MCI Center,Capital One Arena,Washington,DC,"BB&T Classic at Washington, D.C. (MCI Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D5 [12] vs. Geo. Washington 3 L 92-101,resolved,,,,,
2145,2145,MDRAW-02146,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-12,UNC Asheville,UNC Asheville,unc-asheville,Yes,96,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D12 [23] UNC Asheville W 96-72,resolved,,,,,
2146,2146,MDRAW-02147,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-19,Florida State,Florida State,florida-state,Yes,90,88,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D19 [23] • Florida State (OT) W 90-88,resolved,,,,,
2147,2147,MDRAW-02148,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-23,American,American,american-university,Yes,82,61,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D23 [24] American W 82-61,resolved,,,,,
2148,2148,MDRAW-02149,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2004-12-28,Liberty,Liberty,liberty,Yes,112,68,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 [24] Liberty W 112-68,resolved,,,,,
2149,2149,MDRAW-02150,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-04,Mount St. Mary’s,Mount St. Mary's,mount-st-mary-s,Yes,85,53,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 [22] Mount St. Mary’s W 85-53,resolved,,,,,
2150,2150,MDRAW-02151,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-08,North Carolina,North Carolina,north-carolina,Yes,75,109,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J8 [22] [3] • at North Carolina L 75-109,resolved,,,,,
2151,2151,MDRAW-02152,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-11,Wake Forest,Wake Forest,wake-forest,Yes,66,81,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J11 [4] • at Wake Forest L 66-81,resolved,,,,,
2152,2152,MDRAW-02153,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-15,Temple,Temple,temple,Yes,80,69,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J15 Temple W 80-69,resolved,,,,,
2153,2153,MDRAW-02154,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-19,Virginia,Virginia,virginia,Yes,82,68,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J19 • Virginia W 82-68,resolved,,,,,
2154,2154,MDRAW-02155,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-23,NC State,NC State,nc-state,Yes,69,85,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J23 • NC State L 69-85,resolved,,,,,
2155,2155,MDRAW-02156,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-26,Duke,Duke,duke,Yes,75,66,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J26 [2] • at Duke W 75-66,resolved,,,,,
2156,2156,MDRAW-02157,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-01-30,Georgia Tech,Georgia Tech,georgia-tech,Yes,79,71,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J30 [22] • Georgia Tech W 79-71,resolved,,,,,
2157,2157,MDRAW-02158,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-01,Clemson,Clemson,clemson,Yes,73,88,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F1 [22] • at Clemson L 73-88,resolved,,,,,
2158,2158,MDRAW-02159,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-05,Miami,Miami (FL),miami,Yes,73,75,L,1,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F5 [22] • at Miami (OT) L 73-75,resolved,,,,,
2159,2159,MDRAW-02160,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-08,Virginia Tech,Virginia Tech,virginia-tech,Yes,86,71,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F8 • Virginia Tech W 86-71,resolved,,,,,
2160,2160,MDRAW-02161,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-12,Duke,Duke,duke,Yes,99,92,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F12 [7] • Duke (OT) W 99-92,resolved,,,,,
2161,2161,MDRAW-02162,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-16,NC State,NC State,nc-state,Yes,63,82,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F16 [22] • at NC State L 63-82,resolved,,,,,
2162,2162,MDRAW-02163,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-19,Virginia,Virginia,virginia,Yes,92,89,W,2,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F19 [22] • at Virginia (2OT) W 92-89,resolved,,,,,
2163,2163,MDRAW-02164,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-22,Clemson,Clemson,clemson,Yes,93,97,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F22 • Clemson L 93-97,resolved,,,,,
2164,2164,MDRAW-02165,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-02-27,North Carolina,North Carolina,north-carolina,Yes,83,85,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F27 [2] • North Carolina L 83-85,resolved,,,,,
2165,2165,MDRAW-02166,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-05,Virginia Tech,Virginia Tech,virginia-tech,Yes,76,86,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M5 • at Virginia Tech L 76-86,resolved,,,,,
2166,2166,MDRAW-02167,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-10,Clemson,Clemson,clemson,Yes,72,84,L,0,,,vs.,NEUTRAL,Capital One Arena,Capital One Arena,Washington,DC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M10 vs. Clemson 4 L 72-84,resolved,,,,,
2167,2167,MDRAW-02168,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-16,Oral Roberts,Oral Roberts,oral-roberts,Yes,85,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Comcast Center,XFINITY Center,College Park,MD,NIT,,NIT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M16 Oral Roberts 5 W 85-72,resolved,,,,,
2168,2168,MDRAW-02169,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-23,Davidson,Davidson,davidson,Yes,78,63,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Comcast Center,XFINITY Center,College Park,MD,NIT,,NIT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M23 Davidson 5 W 78-63,resolved,,,,,
2169,2169,MDRAW-02170,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-26,Texas Christian,TCU,tcu,Yes,85,73,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,Comcast Center,XFINITY Center,College Park,MD,NIT,,NIT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M26 Texas Christian 5 W 85-73,resolved,,,,,
2170,2170,MDRAW-02171,maryland,2025-26_record_book_all_time_results,2004-2005,2005,2005-03-29,South Carolina,South Carolina,south-carolina,Yes,67,75,L,0,,,vs.,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,NIT,,NIT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M29 vs. South Carolina 6 L 67-75,resolved,,,,,
2171,2171,MDRAW-02172,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-18,Fairleigh Dickinson,Fairleigh Dickinson,fairleigh-dickinson,Yes,111,85,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N18 [21] Fairleigh Dickinson W 111-85,resolved,,,,,
2172,2172,MDRAW-02173,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-21,Gonzaga,Gonzaga,gonzaga,Yes,76,88,L,0,,,vs.,NEUTRAL,,,,,"EA Sports/Maui Invitational at Lahaina, Hawaii",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N21 [20] [8] vs. Gonzaga 1 L 76-88,resolved,,,,,
2173,2173,MDRAW-02174,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-22,Chaminade,Chaminade,chaminade,No,98,69,W,0,,,vs.,NEUTRAL,,,,,"EA Sports/Maui Invitational at Lahaina, Hawaii",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N22 [20] vs. Chaminade 1 W 98-69,resolved,,,,,
2174,2174,MDRAW-02175,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-23,Arkansas,Arkansas,arkansas,Yes,75,62,W,0,,,vs.,NEUTRAL,,,,,"EA Sports/Maui Invitational at Lahaina, Hawaii",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N23 [20] vs. Arkansas 1 W 75-62,resolved,,,,,
2175,2175,MDRAW-02176,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-27,Nicholls State,Nicholls,nicholls,Yes,88,56,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N27 [20] Nicholls State W 88-56,resolved,,,,,
2176,2176,MDRAW-02177,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-11-30,Minnesota,Minnesota,minnesota,Yes,83,66,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,ACC/Big Ten Challenge,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N30 [20] Minnesota 2 W 83-66,resolved,,,,,
