source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
baylor,"* at Iowa State 13,896",iowa-state,Iowa State,TRUE,1,2019-2020,2019-2020,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Iowa State 14,084",iowa-state,Iowa State,TRUE,1,2018-2019,2018-2019,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Iowa State 14,283",iowa-state,Iowa State,TRUE,1,2017-2018,2017-2018,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Iowa State 14,376",iowa-state,Iowa State,TRUE,2,2011-2012,2012-2013,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Iowa State 14,384",iowa-state,Iowa State,TRUE,4,2013-2014,2016-2017,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Iowa State 8,902",iowa-state,Iowa State,TRUE,1,1998-1999,1998-1999,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas 16,300",kansas,Kansas,TRUE,16,1997-1998,2019-2020,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 10,299",kansas-state,Kansas State,TRUE,1,2017-2018,2017-2018,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 11,636",kansas-state,Kansas State,TRUE,1,2015-2016,2015-2016,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 12,528",kansas-state,Kansas State,TRUE,6,2010-2011,2016-2017,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 12,637",kansas-state,Kansas State,TRUE,1,2006-2007,2006-2007,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 5,232",kansas-state,Kansas State,TRUE,1,2004-2005,2004-2005,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 6,005",kansas-state,Kansas State,TRUE,1,1996-1997,1996-1997,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"* at Kansas State 6,576",kansas-state,Kansas State,TRUE,1,2002-2003,2002-2003,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
